redistribution_boundaries,canadian_province,province_canadienne,electoral_district_number_numéro_de_circonscription,electoral_district_name_english_anglais,electoral_district_name_english_anglais2,nom_de_circonscription_français_french,nom_de_circonscription_français_french2
2013,Ontario,Ontario,35088,Carleton,Carleton,Carleton,Carleton
2013,Ontario,Ontario,35089,St. Catharines,St. Catharines,St. Catharines,St. Catharines
2013,Ontario,Ontario,35090,Toronto--St. Paul's,Toronto—St. Paul's,Toronto--St. Paul's,Toronto—St. Paul's
2013,Ontario,Ontario,35091,Sarnia--Lambton,Sarnia—Lambton,Sarnia--Lambton,Sarnia—Lambton
2013,Ontario,Ontario,35092,Sault Ste. Marie,Sault Ste. Marie,Sault Ste. Marie,Sault Ste. Marie
2013,Ontario,Ontario,35093,Scarborough--Agincourt,Scarborough—Agincourt,Scarborough--Agincourt,Scarborough—Agincourt
2013,Ontario,Ontario,35094,Scarborough Centre,Scarborough Centre,Scarborough-Centre,Scarborough-Centre
2013,Ontario,Ontario,35095,Scarborough--Guildwood,Scarborough—Guildwood,Scarborough--Guildwood,Scarborough—Guildwood
2013,Ontario,Ontario,35096,Scarborough North,Scarborough North,Scarborough-Nord,Scarborough-Nord
2013,Ontario,Ontario,35097,Scarborough--Rouge Park,Scarborough—Rouge Park,Scarborough--Rouge Park,Scarborough—Rouge Park
2013,Ontario,Ontario,35098,Scarborough Southwest,Scarborough Southwest,Scarborough-Sud-Ouest,Scarborough-Sud-Ouest
2013,Ontario,Ontario,35099,Simcoe--Grey,Simcoe—Grey,Simcoe--Grey,Simcoe—Grey
2013,Ontario,Ontario,35100,Simcoe North,Simcoe North,Simcoe-Nord,Simcoe-Nord
2013,Ontario,Ontario,35101,Spadina--Fort York,Spadina—Fort York,Spadina--Fort York,Spadina—Fort York
2013,Ontario,Ontario,35102,Stormont--Dundas--South Glengarry,Stormont—Dundas—South Glengarry,Stormont--Dundas--South Glengarry,Stormont—Dundas—South Glengarry
2013,Ontario,Ontario,35103,Sudbury,Sudbury,Sudbury,Sudbury
2013,Ontario,Ontario,35104,Thornhill,Thornhill,Thornhill,Thornhill
2013,Ontario,Ontario,35105,Thunder Bay--Rainy River,Thunder Bay—Rainy River,Thunder Bay--Rainy River,Thunder Bay—Rainy River
2013,Ontario,Ontario,35106,Thunder Bay--Superior North,Thunder Bay—Superior North,Thunder Bay--Supérieur-Nord,Thunder Bay—Supérieur-Nord
2013,Ontario,Ontario,35107,Timmins--James Bay,Timmins—James Bay,Timmins--Baie James,Timmins—Baie James
2013,Ontario,Ontario,35108,Toronto Centre,Toronto Centre,Toronto-Centre,Toronto-Centre
2013,Ontario,Ontario,35109,Toronto--Danforth,Toronto—Danforth,Toronto--Danforth,Toronto—Danforth
2013,Ontario,Ontario,35110,University--Rosedale,University—Rosedale,University--Rosedale,University—Rosedale
2013,Ontario,Ontario,35111,Vaughan--Woodbridge,Vaughan—Woodbridge,Vaughan--Woodbridge,Vaughan—Woodbridge
2013,Ontario,Ontario,35112,Waterloo,Waterloo,Waterloo,Waterloo
2013,Ontario,Ontario,35113,Wellington--Halton Hills,Wellington—Halton Hills,Wellington--Halton Hills,Wellington—Halton Hills
2013,Ontario,Ontario,35114,Whitby,Whitby,Whitby,Whitby
2013,Ontario,Ontario,35115,Willowdale,Willowdale,Willowdale,Willowdale
2013,Ontario,Ontario,35116,Windsor--Tecumseh,Windsor—Tecumseh,Windsor--Tecumseh,Windsor—Tecumseh
2013,Ontario,Ontario,35117,Windsor West,Windsor West,Windsor-Ouest,Windsor-Ouest
2013,Ontario,Ontario,35118,York Centre,York Centre,York-Centre,York-Centre
2013,Ontario,Ontario,35119,York--Simcoe,York—Simcoe,York--Simcoe,York—Simcoe
2013,Ontario,Ontario,35120,York South--Weston,York South—Weston,York-Sud--Weston,York-Sud—Weston
2013,Ontario,Ontario,35121,Humber River--Black Creek,Humber River—Black Creek,Humber River--Black Creek,Humber River—Black Creek
2013,Prince Edward Island,Île-du-Prince-Édouard,11001,Cardigan,Cardigan,Cardigan,Cardigan
2013,Prince Edward Island,Île-du-Prince-Édouard,11002,Charlottetown,Charlottetown,Charlottetown,Charlottetown
2013,Prince Edward Island,Île-du-Prince-Édouard,11003,Egmont,Egmont,Egmont,Egmont
2013,Prince Edward Island,Île-du-Prince-Édouard,11004,Malpeque,Malpeque,Malpeque,Malpeque
2013,Quebec,Québec,24001,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi—Baie-James—Nunavik—Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi—Baie-James—Nunavik—Eeyou
2013,Quebec,Québec,24002,Abitibi--Témiscamingue,Abitibi—Témiscamingue,Abitibi--Témiscamingue,Abitibi—Témiscamingue
2013,Quebec,Québec,24003,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Ahuntsic-Cartierville
2013,Quebec,Québec,24004,Alfred-Pellan,Alfred-Pellan,Alfred-Pellan,Alfred-Pellan
2013,Quebec,Québec,24005,Argenteuil--La Petite-Nation,Argenteuil—La Petite-Nation,Argenteuil--La Petite-Nation,Argenteuil—La Petite-Nation
2013,Quebec,Québec,24006,Avignon--La Mitis--Matane--Matapédia,Avignon—La Mitis—Matane—Matapédia,Avignon--La Mitis--Matane--Matapédia,Avignon—La Mitis—Matane—Matapédia
2013,Quebec,Québec,24007,Beauce,Beauce,Beauce,Beauce
2013,Quebec,Québec,24008,Beauport--Limoilou,Beauport—Limoilou,Beauport--Limoilou,Beauport—Limoilou
2013,Quebec,Québec,24009,Bécancour--Nicolet--Saurel,Bécancour—Nicolet—Saurel,Bécancour--Nicolet--Saurel,Bécancour—Nicolet—Saurel
2013,Quebec,Québec,24010,Bellechasse--Les Etchemins--Lévis,Bellechasse—Les Etchemins—Lévis,Bellechasse--Les Etchemins--Lévis,Bellechasse—Les Etchemins—Lévis
2013,Quebec,Québec,24011,Beloeil--Chambly,Beloeil—Chambly,Beloeil--Chambly,Beloeil—Chambly
2013,Quebec,Québec,24012,Berthier--Maskinongé,Berthier—Maskinongé,Berthier--Maskinongé,Berthier—Maskinongé
2013,Quebec,Québec,24013,Thérèse-De Blainville,Thérèse-De Blainville,Thérèse-De Blainville,Thérèse-De Blainville
2013,Quebec,Québec,24014,Pierre-Boucher--Les Patriotes--Verchères,Pierre-Boucher—Les Patriotes—Verchères,Pierre-Boucher--Les Patriotes--Verchères,Pierre-Boucher—Les Patriotes—Verchères
2013,Quebec,Québec,24015,Bourassa,Bourassa,Bourassa,Bourassa
2013,Quebec,Québec,24016,Brome--Missisquoi,Brome—Missisquoi,Brome--Missisquoi,Brome—Missisquoi
2013,Quebec,Québec,24017,Brossard--Saint-Lambert,Brossard—Saint-Lambert,Brossard--Saint-Lambert,Brossard—Saint-Lambert
2013,Quebec,Québec,24018,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette—Témiscouata—Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette—Témiscouata—Les Basques
2013,Quebec,Québec,24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg—Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,Charlesbourg—Haute-Saint-Charles
2013,Quebec,Québec,24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix
2013,Quebec,Québec,24021,Châteauguay--Lacolle,Châteauguay—Lacolle,Châteauguay--Lacolle,Châteauguay—Lacolle
2013,Quebec,Québec,24022,Chicoutimi--Le Fjord,Chicoutimi—Le Fjord,Chicoutimi--Le Fjord,Chicoutimi—Le Fjord
2013,Quebec,Québec,24023,Compton--Stanstead,Compton—Stanstead,Compton--Stanstead,Compton—Stanstead
2013,Quebec,Québec,24024,Dorval--Lachine--LaSalle,Dorval—Lachine—LaSalle,Dorval--Lachine--LaSalle,Dorval—Lachine—LaSalle
2013,Quebec,Québec,24025,Drummond,Drummond,Drummond,Drummond
2013,Quebec,Québec,24026,Gaspésie--Les Îles-de-la-Madeleine,Gaspésie—Les Îles-de-la-Madeleine,Gaspésie--Les Îles-de-la-Madeleine,Gaspésie—Les Îles-de-la-Madeleine
2013,Quebec,Québec,24027,Gatineau,Gatineau,Gatineau,Gatineau
2013,Quebec,Québec,24028,Hochelaga,Hochelaga,Hochelaga,Hochelaga
2013,Quebec,Québec,24029,Honoré-Mercier,Honoré-Mercier,Honoré-Mercier,Honoré-Mercier
2013,Quebec,Québec,24030,Hull--Aylmer,Hull—Aylmer,Hull--Aylmer,Hull—Aylmer
2013,Quebec,Québec,24031,Joliette,Joliette,Joliette,Joliette
2013,Quebec,Québec,24032,Jonquière,Jonquière,Jonquière,Jonquière
2013,Quebec,Québec,24033,La Pointe-de-l'Île,La Pointe-de-l'Île,La Pointe-de-l'Île,La Pointe-de-l'Île
2013,Quebec,Québec,24034,La Prairie,La Prairie,La Prairie,La Prairie
2013,Quebec,Québec,24035,Lac-Saint-Jean,Lac-Saint-Jean,Lac-Saint-Jean,Lac-Saint-Jean
2013,Quebec,Québec,24036,Lac-Saint-Louis,Lac-Saint-Louis,Lac-Saint-Louis,Lac-Saint-Louis
2013,Quebec,Québec,24037,LaSalle--Émard--Verdun,LaSalle—Émard—Verdun,LaSalle--Émard--Verdun,LaSalle—Émard—Verdun
2013,Quebec,Québec,24038,Laurentides--Labelle,Laurentides—Labelle,Laurentides--Labelle,Laurentides—Labelle
2013,Quebec,Québec,24039,Laurier--Sainte-Marie,Laurier—Sainte-Marie,Laurier--Sainte-Marie,Laurier—Sainte-Marie
2013,Quebec,Québec,24040,Laval--Les Îles,Laval—Les Îles,Laval--Les Îles,Laval—Les Îles
2013,Quebec,Québec,24041,Longueuil--Charles-LeMoyne,Longueuil—Charles-LeMoyne,Longueuil--Charles-LeMoyne,Longueuil—Charles-LeMoyne
2013,Quebec,Québec,24042,Lévis--Lotbinière,Lévis—Lotbinière,Lévis--Lotbinière,Lévis—Lotbinière
2013,Quebec,Québec,24043,Longueuil--Saint-Hubert,Longueuil—Saint-Hubert,Longueuil--Saint-Hubert,Longueuil—Saint-Hubert
2013,Quebec,Québec,24044,Louis-Hébert,Louis-Hébert,Louis-Hébert,Louis-Hébert
2013,Quebec,Québec,24045,Louis-Saint-Laurent,Louis-Saint-Laurent,Louis-Saint-Laurent,Louis-Saint-Laurent
2013,Quebec,Québec,24046,Manicouagan,Manicouagan,Manicouagan,Manicouagan
2013,Quebec,Québec,24047,Mégantic--L'Érable,Mégantic—L'Érable,Mégantic--L'Érable,Mégantic—L'Érable
2013,Quebec,Québec,24048,Mirabel,Mirabel,Mirabel,Mirabel
2013,Quebec,Québec,24049,Montarville,Montarville,Montarville,Montarville
2013,Quebec,Québec,24050,Montcalm,Montcalm,Montcalm,Montcalm
2013,Quebec,Québec,24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup
2013,Quebec,Québec,24052,Mount Royal,Mount Royal,Mont-Royal,Mont-Royal
2013,Quebec,Québec,24053,Notre-Dame-de-Grâce--Westmount,Notre-Dame-de-Grâce—Westmount,Notre-Dame-de-Grâce--Westmount,Notre-Dame-de-Grâce—Westmount
2013,Quebec,Québec,24054,Outremont,Outremont,Outremont,Outremont
2013,Quebec,Québec,24055,Papineau,Papineau,Papineau,Papineau
2013,Quebec,Québec,24056,Pierrefonds--Dollard,Pierrefonds—Dollard,Pierrefonds--Dollard,Pierrefonds—Dollard
2013,Quebec,Québec,24057,Pontiac,Pontiac,Pontiac,Pontiac
2013,Quebec,Québec,24058,Portneuf--Jacques-Cartier,Portneuf—Jacques-Cartier,Portneuf--Jacques-Cartier,Portneuf—Jacques-Cartier
2013,Quebec,Québec,24059,Québec,Québec,Québec,Québec
2013,Quebec,Québec,24060,Repentigny,Repentigny,Repentigny,Repentigny
2013,Quebec,Québec,24061,Richmond--Arthabaska,Richmond—Arthabaska,Richmond--Arthabaska,Richmond—Arthabaska
2013,Quebec,Québec,24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles
2013,Quebec,Québec,24063,Rivière-du-Nord,Rivière-du-Nord,Rivière-du-Nord,Rivière-du-Nord
2013,Quebec,Québec,24064,Rosemont--La Petite-Patrie,Rosemont—La Petite-Patrie,Rosemont--La Petite-Patrie,Rosemont—La Petite-Patrie
2013,Quebec,Québec,24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin
2013,Quebec,Québec,24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe—Bagot,Saint-Hyacinthe--Bagot,Saint-Hyacinthe—Bagot
2013,Quebec,Québec,24067,Saint-Jean,Saint-Jean,Saint-Jean,Saint-Jean
2013,Quebec,Québec,24068,Saint-Laurent,Saint-Laurent,Saint-Laurent,Saint-Laurent
2013,Quebec,Québec,24069,Saint-Léonard--Saint-Michel,Saint-Léonard—Saint-Michel,Saint-Léonard--Saint-Michel,Saint-Léonard—Saint-Michel
2013,Quebec,Québec,24070,Saint-Maurice--Champlain,Saint-Maurice—Champlain,Saint-Maurice--Champlain,Saint-Maurice—Champlain
2013,Quebec,Québec,24071,Salaberry--Suroît,Salaberry—Suroît,Salaberry--Suroît,Salaberry—Suroît
2013,Quebec,Québec,24072,Shefford,Shefford,Shefford,Shefford
2013,Quebec,Québec,24073,Sherbrooke,Sherbrooke,Sherbrooke,Sherbrooke
2013,Quebec,Québec,24074,Vaudreuil--Soulanges,Vaudreuil—Soulanges,Vaudreuil--Soulanges,Vaudreuil—Soulanges
2013,Quebec,Québec,24075,Terrebonne,Terrebonne,Terrebonne,Terrebonne
2013,Quebec,Québec,24076,Trois-Rivières,Trois-Rivières,Trois-Rivières,Trois-Rivières
2013,Quebec,Québec,24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie—Le Sud-Ouest—Île-des-Soeurs
2013,Quebec,Québec,24078,Vimy,Vimy,Vimy,Vimy
2013,Saskatchewan,Saskatchewan,47001,Battlefords--Lloydminster,Battlefords—Lloydminster,Battlefords--Lloydminster,Battlefords—Lloydminster
2013,Saskatchewan,Saskatchewan,47002,Cypress Hills--Grasslands,Cypress Hills—Grasslands,Cypress Hills--Grasslands,Cypress Hills—Grasslands
2013,Saskatchewan,Saskatchewan,47003,Desnethé--Missinippi--Churchill River,Desnethé—Missinippi—Churchill River,Desnethé--Missinippi--Rivière Churchill,Desnethé—Missinippi—Rivière Churchill
2013,Saskatchewan,Saskatchewan,47004,Carlton Trail--Eagle Creek,Carlton Trail—Eagle Creek,Sentier Carlton--Eagle Creek,Sentier Carlton—Eagle Creek
2013,Saskatchewan,Saskatchewan,47005,Moose Jaw--Lake Centre--Lanigan,Moose Jaw—Lake Centre—Lanigan,Moose Jaw--Lake Centre--Lanigan,Moose Jaw—Lake Centre—Lanigan
2013,Saskatchewan,Saskatchewan,47006,Prince Albert,Prince Albert,Prince Albert,Prince Albert
2013,Saskatchewan,Saskatchewan,47007,Regina--Lewvan,Regina—Lewvan,Regina--Lewvan,Regina—Lewvan
2013,Saskatchewan,Saskatchewan,47008,Regina--Qu'Appelle,Regina—Qu'Appelle,Regina--Qu'Appelle,Regina—Qu'Appelle
2013,Saskatchewan,Saskatchewan,47009,Regina--Wascana,Regina—Wascana,Regina--Wascana,Regina—Wascana
2013,Saskatchewan,Saskatchewan,47010,Saskatoon--Grasswood,Saskatoon—Grasswood,Saskatoon--Grasswood,Saskatoon—Grasswood
2013,Saskatchewan,Saskatchewan,47011,Saskatoon--University,Saskatoon—University,Saskatoon--University,Saskatoon—University
2013,Saskatchewan,Saskatchewan,47012,Saskatoon West,Saskatoon West,Saskatoon-Ouest,Saskatoon-Ouest
2013,Saskatchewan,Saskatchewan,47013,Souris--Moose Mountain,Souris—Moose Mountain,Souris--Moose Mountain,Souris—Moose Mountain
2013,Saskatchewan,Saskatchewan,47014,Yorkton--Melville,Yorkton—Melville,Yorkton--Melville,Yorkton—Melville
2013,Yukon,Yukon,60001,Yukon,Yukon,Yukon,Yukon
