redistribution_boundaries,canadian_province,province_canadienne,electoral_district_number_numéro_de_circonscription,electoral_district_name_english_anglais,electoral_district_name_english_anglais2,nom_de_circonscription_français_french,nom_de_circonscription_français_french2
2005,Manitoba,Manitoba,46007,Portage--Lisgar,Portage—Lisgar,Portage--Lisgar,Portage—Lisgar
2005,Manitoba,Manitoba,46008,Provencher,Provencher,Provencher,Provencher
2005,Manitoba,Manitoba,46009,Saint Boniface,Saint Boniface,Saint-Boniface,Saint-Boniface
2005,Manitoba,Manitoba,46010,Selkirk--Interlake,Selkirk—Interlake,Selkirk--Interlake,Selkirk—Interlake
2005,Manitoba,Manitoba,46011,Winnipeg Centre,Winnipeg Centre,Winnipeg-Centre,Winnipeg-Centre
2005,Manitoba,Manitoba,46012,Winnipeg North,Winnipeg North,Winnipeg-Nord,Winnipeg-Nord
2005,Manitoba,Manitoba,46013,Winnipeg South,Winnipeg South,Winnipeg-Sud,Winnipeg-Sud
2005,Manitoba,Manitoba,46014,Winnipeg South Centre,Winnipeg South Centre,Winnipeg-Centre-Sud,Winnipeg-Centre-Sud
2005,New Brunswick,Nouveau-Brunswick,13001,Acadie--Bathurst,Acadie—Bathurst,Acadie--Bathurst,Acadie—Bathurst
2005,New Brunswick,Nouveau-Brunswick,13002,Beauséjour,Beauséjour,Beauséjour,Beauséjour
2005,New Brunswick,Nouveau-Brunswick,13003,Fredericton,Fredericton,Fredericton,Fredericton
2005,New Brunswick,Nouveau-Brunswick,13004,Fundy Royal,Fundy Royal,Fundy Royal,Fundy Royal
2005,New Brunswick,Nouveau-Brunswick,13005,Madawaska--Restigouche,Madawaska—Restigouche,Madawaska--Restigouche,Madawaska—Restigouche
2005,New Brunswick,Nouveau-Brunswick,13006,Miramichi,Miramichi,Miramichi,Miramichi
2005,New Brunswick,Nouveau-Brunswick,13007,Moncton--Riverview--Dieppe,Moncton—Riverview—Dieppe,Moncton--Riverview--Dieppe,Moncton—Riverview—Dieppe
2005,New Brunswick,Nouveau-Brunswick,13008,New Brunswick Southwest,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,Nouveau-Brunswick-Sud-Ouest
2005,New Brunswick,Nouveau-Brunswick,13009,Saint John,Saint John,Saint John,Saint John
2005,New Brunswick,Nouveau-Brunswick,13010,Tobique--Mactaquac,Tobique—Mactaquac,Tobique--Mactaquac,Tobique—Mactaquac
2005,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10001,Avalon,Avalon,Avalon,Avalon
2005,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10002,Bonavista--Gander--Grand Falls--Windsor,Bonavista—Gander—Grand Falls—Windsor,Bonavista--Gander--Grand Falls--Windsor,Bonavista—Gander—Grand Falls—Windsor
2005,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10003,Humber--St. Barbe--Baie Verte,Humber—St. Barbe—Baie Verte,Humber--St. Barbe--Baie Verte,Humber—St. Barbe—Baie Verte
2005,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10004,Labrador,Labrador,Labrador,Labrador
2005,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10005,Random--Burin--St. George's,Random—Burin—St. George's,Random--Burin--St. George's,Random—Burin—St. George's
2005,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10006,St. John's East,St. John's East,St. John's-Est,St. John's-Est
2005,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10007,St. John's South--Mount Pearl,St. John's South—Mount Pearl,St. John's-Sud--Mount Pearl,St. John's-Sud—Mount Pearl
2005,Northwest Territories,Territoires du Nord-Ouest,61001,Western Arctic,Western Arctic,Western Arctic,Western Arctic
2005,Nova Scotia,Nouvelle-Écosse,12001,Cape Breton--Canso,Cape Breton—Canso,Cape Breton--Canso,Cape Breton—Canso
2005,Nova Scotia,Nouvelle-Écosse,12002,Central Nova,Central Nova,Nova-Centre,Nova-Centre
2005,Nova Scotia,Nouvelle-Écosse,12003,Dartmouth--Cole Harbour,Dartmouth—Cole Harbour,Dartmouth--Cole Harbour,Dartmouth—Cole Harbour
2005,Nova Scotia,Nouvelle-Écosse,12004,Halifax,Halifax,Halifax,Halifax
2005,Nova Scotia,Nouvelle-Écosse,12005,Halifax West,Halifax West,Halifax-Ouest,Halifax-Ouest
2005,Nova Scotia,Nouvelle-Écosse,12006,Kings--Hants,Kings—Hants,Kings--Hants,Kings—Hants
2005,Nova Scotia,Nouvelle-Écosse,12007,Cumberland--Colchester--Musquodoboit Valley,Cumberland—Colchester—Musquodoboit Valley,Cumberland--Colchester--Musquodoboit Valley,Cumberland—Colchester—Musquodoboit Valley
2005,Nova Scotia,Nouvelle-Écosse,12008,Sackville--Eastern Shore,Sackville—Eastern Shore,Sackville--Eastern Shore,Sackville—Eastern Shore
2005,Nova Scotia,Nouvelle-Écosse,12009,South Shore--St. Margaret's,South Shore—St. Margaret's,South Shore--St. Margaret's,South Shore—St. Margaret's
2005,Nova Scotia,Nouvelle-Écosse,12010,Sydney--Victoria,Sydney—Victoria,Sydney--Victoria,Sydney—Victoria
2005,Nova Scotia,Nouvelle-Écosse,12011,West Nova,West Nova,Nova-Ouest,Nova-Ouest
2005,Nunavut,Nunavut,62001,Nunavut,Nunavut,Nunavut,Nunavut
2005,Ontario,Ontario,35001,Ajax--Pickering,Ajax—Pickering,Ajax--Pickering,Ajax—Pickering
2005,Ontario,Ontario,35002,Algoma--Manitoulin--Kapuskasing,Algoma—Manitoulin—Kapuskasing,Algoma--Manitoulin--Kapuskasing,Algoma—Manitoulin—Kapuskasing
2005,Ontario,Ontario,35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster—Dundas—Flamborough—Westdale,Ancaster--Dundas--Flamborough--Westdale,Ancaster—Dundas—Flamborough—Westdale
2005,Ontario,Ontario,35004,Barrie,Barrie,Barrie,Barrie
2005,Ontario,Ontario,35005,Beaches--East York,Beaches—East York,Beaches--East York,Beaches—East York
2005,Ontario,Ontario,35006,Bramalea--Gore--Malton,Bramalea—Gore—Malton,Bramalea--Gore--Malton,Bramalea—Gore—Malton
2005,Ontario,Ontario,35007,Brampton--Springdale,Brampton—Springdale,Brampton--Springdale,Brampton—Springdale
2005,Ontario,Ontario,35008,Brampton West,Brampton West,Brampton-Ouest,Brampton-Ouest
2005,Ontario,Ontario,35009,Brant,Brant,Brant,Brant
2005,Ontario,Ontario,35010,Burlington,Burlington,Burlington,Burlington
2005,Ontario,Ontario,35011,Cambridge,Cambridge,Cambridge,Cambridge
2005,Ontario,Ontario,35012,Carleton--Mississippi Mills,Carleton—Mississippi Mills,Carleton--Mississippi Mills,Carleton—Mississippi Mills
2005,Ontario,Ontario,35013,Chatham-Kent--Essex,Chatham-Kent—Essex,Chatham-Kent--Essex,Chatham-Kent—Essex
2005,Ontario,Ontario,35014,Durham,Durham,Durham,Durham
2005,Ontario,Ontario,35015,Davenport,Davenport,Davenport,Davenport
2005,Ontario,Ontario,35016,Don Valley East,Don Valley East,Don Valley-Est,Don Valley-Est
2005,Ontario,Ontario,35017,Don Valley West,Don Valley West,Don Valley-Ouest,Don Valley-Ouest
2005,Ontario,Ontario,35018,Dufferin--Caledon,Dufferin—Caledon,Dufferin--Caledon,Dufferin—Caledon
2005,Ontario,Ontario,35019,Eglinton--Lawrence,Eglinton—Lawrence,Eglinton--Lawrence,Eglinton—Lawrence
2005,Ontario,Ontario,35020,Elgin--Middlesex--London,Elgin—Middlesex—London,Elgin--Middlesex--London,Elgin—Middlesex—London
2005,Ontario,Ontario,35021,Essex,Essex,Essex,Essex
2005,Ontario,Ontario,35022,Etobicoke Centre,Etobicoke Centre,Etobicoke-Centre,Etobicoke-Centre
2005,Ontario,Ontario,35023,Etobicoke--Lakeshore,Etobicoke—Lakeshore,Etobicoke--Lakeshore,Etobicoke—Lakeshore
2005,Ontario,Ontario,35024,Etobicoke North,Etobicoke North,Etobicoke-Nord,Etobicoke-Nord
2005,Ontario,Ontario,35025,Glengarry--Prescott--Russell,Glengarry—Prescott—Russell,Glengarry--Prescott--Russell,Glengarry—Prescott—Russell
2005,Ontario,Ontario,35026,Bruce--Grey--Owen Sound,Bruce—Grey—Owen Sound,Bruce--Grey--Owen Sound,Bruce—Grey—Owen Sound
2005,Ontario,Ontario,35027,Guelph,Guelph,Guelph,Guelph
2005,Ontario,Ontario,35028,Haldimand--Norfolk,Haldimand—Norfolk,Haldimand--Norfolk,Haldimand—Norfolk
2005,Ontario,Ontario,35029,Haliburton--Kawartha Lakes--Brock,Haliburton—Kawartha Lakes—Brock,Haliburton--Kawartha Lakes--Brock,Haliburton—Kawartha Lakes—Brock
2005,Ontario,Ontario,35030,Halton,Halton,Halton,Halton
2005,Ontario,Ontario,35031,Hamilton Centre,Hamilton Centre,Hamilton-Centre,Hamilton-Centre
2005,Ontario,Ontario,35032,Hamilton East--Stoney Creek,Hamilton East—Stoney Creek,Hamilton-Est--Stoney Creek,Hamilton-Est—Stoney Creek
2005,Ontario,Ontario,35033,Hamilton Mountain,Hamilton Mountain,Hamilton Mountain,Hamilton Mountain
2005,Ontario,Ontario,35034,Huron--Bruce,Huron—Bruce,Huron--Bruce,Huron—Bruce
2005,Ontario,Ontario,35035,Kenora,Kenora,Kenora,Kenora
2005,Ontario,Ontario,35036,Kingston and the Islands,Kingston and the Islands,Kingston et les Îles,Kingston et les Îles
2005,Ontario,Ontario,35037,Kitchener Centre,Kitchener Centre,Kitchener-Centre,Kitchener-Centre
2005,Ontario,Ontario,35038,Kitchener--Conestoga,Kitchener—Conestoga,Kitchener--Conestoga,Kitchener—Conestoga
2005,Ontario,Ontario,35039,Kitchener--Waterloo,Kitchener—Waterloo,Kitchener--Waterloo,Kitchener—Waterloo
2005,Ontario,Ontario,35040,Lanark--Frontenac--Lennox and Addington,Lanark—Frontenac—Lennox and Addington,Lanark--Frontenac--Lennox and Addington,Lanark—Frontenac—Lennox and Addington
2005,Ontario,Ontario,35041,Leeds--Grenville,Leeds—Grenville,Leeds--Grenville,Leeds—Grenville
2005,Ontario,Ontario,35042,London--Fanshawe,London—Fanshawe,London--Fanshawe,London—Fanshawe
2005,Ontario,Ontario,35043,London North Centre,London North Centre,London-Centre-Nord,London-Centre-Nord
2005,Ontario,Ontario,35044,London West,London West,London-Ouest,London-Ouest
2005,Ontario,Ontario,35045,Markham--Unionville,Markham—Unionville,Markham--Unionville,Markham—Unionville
2005,Ontario,Ontario,35046,Lambton--Kent--Middlesex,Lambton—Kent—Middlesex,Lambton--Kent--Middlesex,Lambton—Kent—Middlesex
2005,Ontario,Ontario,35047,Mississauga--Brampton South,Mississauga—Brampton South,Mississauga--Brampton-Sud,Mississauga—Brampton-Sud
2005,Ontario,Ontario,35048,Mississauga East--Cooksville,Mississauga East—Cooksville,Mississauga-Est--Cooksville,Mississauga-Est—Cooksville
2005,Ontario,Ontario,35049,Mississauga--Erindale,Mississauga—Erindale,Mississauga--Erindale,Mississauga—Erindale
2005,Ontario,Ontario,35050,Mississauga South,Mississauga South,Mississauga-Sud,Mississauga-Sud
2005,Ontario,Ontario,35051,Mississauga--Streetsville,Mississauga—Streetsville,Mississauga--Streetsville,Mississauga—Streetsville
2005,Ontario,Ontario,35052,Nepean--Carleton,Nepean—Carleton,Nepean--Carleton,Nepean—Carleton
2005,Ontario,Ontario,35053,Newmarket--Aurora,Newmarket—Aurora,Newmarket--Aurora,Newmarket—Aurora
2005,Ontario,Ontario,35054,Niagara Falls,Niagara Falls,Niagara Falls,Niagara Falls
2005,Ontario,Ontario,35055,Niagara West--Glanbrook,Niagara West—Glanbrook,Niagara-Ouest--Glanbrook,Niagara-Ouest—Glanbrook
2005,Ontario,Ontario,35056,Nickel Belt,Nickel Belt,Nickel Belt,Nickel Belt
2005,Ontario,Ontario,35057,Nipissing--Timiskaming,Nipissing—Timiskaming,Nipissing--Timiskaming,Nipissing—Timiskaming
2005,Ontario,Ontario,35058,Northumberland--Quinte West,Northumberland—Quinte West,Northumberland--Quinte West,Northumberland—Quinte West
2005,Ontario,Ontario,35059,Oak Ridges--Markham,Oak Ridges—Markham,Oak Ridges--Markham,Oak Ridges—Markham
2005,Ontario,Ontario,35060,Oakville,Oakville,Oakville,Oakville
2005,Ontario,Ontario,35061,Oshawa,Oshawa,Oshawa,Oshawa
2005,Ontario,Ontario,35062,Ottawa Centre,Ottawa Centre,Ottawa-Centre,Ottawa-Centre
2005,Ontario,Ontario,35063,Ottawa--Orléans,Ottawa—Orléans,Ottawa--Orléans,Ottawa—Orléans
2005,Ontario,Ontario,35064,Ottawa South,Ottawa South,Ottawa-Sud,Ottawa-Sud
2005,Ontario,Ontario,35065,Ottawa--Vanier,Ottawa—Vanier,Ottawa--Vanier,Ottawa—Vanier
2005,Ontario,Ontario,35066,Ottawa West--Nepean,Ottawa West—Nepean,Ottawa-Ouest--Nepean,Ottawa-Ouest—Nepean
2005,Ontario,Ontario,35067,Oxford,Oxford,Oxford,Oxford
2005,Ontario,Ontario,35068,Parkdale--High Park,Parkdale—High Park,Parkdale--High Park,Parkdale—High Park
2005,Ontario,Ontario,35069,Parry Sound--Muskoka,Parry Sound—Muskoka,Parry Sound--Muskoka,Parry Sound—Muskoka
2005,Ontario,Ontario,35070,Perth--Wellington,Perth—Wellington,Perth--Wellington,Perth—Wellington
2005,Ontario,Ontario,35071,Peterborough,Peterborough,Peterborough,Peterborough
2005,Ontario,Ontario,35072,Pickering--Scarborough East,Pickering—Scarborough East,Pickering--Scarborough-Est,Pickering—Scarborough-Est
2005,Ontario,Ontario,35073,Prince Edward--Hastings,Prince Edward—Hastings,Prince Edward--Hastings,Prince Edward—Hastings
2005,Ontario,Ontario,35074,Renfrew--Nipissing--Pembroke,Renfrew—Nipissing—Pembroke,Renfrew--Nipissing--Pembroke,Renfrew—Nipissing—Pembroke
2005,Ontario,Ontario,35075,Richmond Hill,Richmond Hill,Richmond Hill,Richmond Hill
2005,Ontario,Ontario,35076,St. Catharines,St. Catharines,St. Catharines,St. Catharines
2005,Ontario,Ontario,35077,St. Paul's,St. Paul's,St. Paul's,St. Paul's
2005,Ontario,Ontario,35078,Sarnia--Lambton,Sarnia—Lambton,Sarnia--Lambton,Sarnia—Lambton
2005,Ontario,Ontario,35079,Sault Ste. Marie,Sault Ste. Marie,Sault Ste. Marie,Sault Ste. Marie
2005,Ontario,Ontario,35080,Scarborough--Agincourt,Scarborough—Agincourt,Scarborough--Agincourt,Scarborough—Agincourt
2005,Ontario,Ontario,35081,Scarborough Centre,Scarborough Centre,Scarborough-Centre,Scarborough-Centre
2005,Ontario,Ontario,35082,Scarborough--Guildwood,Scarborough—Guildwood,Scarborough--Guildwood,Scarborough—Guildwood
2005,Ontario,Ontario,35083,Scarborough--Rouge River,Scarborough—Rouge River,Scarborough--Rouge River,Scarborough—Rouge River
2005,Ontario,Ontario,35084,Scarborough Southwest,Scarborough Southwest,Scarborough-Sud-Ouest,Scarborough-Sud-Ouest
2005,Ontario,Ontario,35085,Simcoe--Grey,Simcoe—Grey,Simcoe--Grey,Simcoe—Grey
2005,Ontario,Ontario,35086,Simcoe North,Simcoe North,Simcoe-Nord,Simcoe-Nord
2005,Ontario,Ontario,35087,Stormont--Dundas--South Glengarry,Stormont—Dundas—South Glengarry,Stormont--Dundas--South Glengarry,Stormont—Dundas—South Glengarry
2005,Ontario,Ontario,35088,Sudbury,Sudbury,Sudbury,Sudbury
2005,Ontario,Ontario,35089,Thornhill,Thornhill,Thornhill,Thornhill
2005,Ontario,Ontario,35090,Thunder Bay--Rainy River,Thunder Bay—Rainy River,Thunder Bay--Rainy River,Thunder Bay—Rainy River
2005,Ontario,Ontario,35091,Thunder Bay--Superior North,Thunder Bay—Superior North,Thunder Bay--Superior-Nord,Thunder Bay—Superior-Nord
2005,Ontario,Ontario,35092,Timmins--James Bay,Timmins—James Bay,Timmins--Baie James,Timmins—Baie James
2005,Ontario,Ontario,35093,Toronto Centre,Toronto Centre,Toronto-Centre,Toronto-Centre
2005,Ontario,Ontario,35094,Toronto--Danforth,Toronto—Danforth,Toronto--Danforth,Toronto—Danforth
2005,Ontario,Ontario,35095,Trinity--Spadina,Trinity—Spadina,Trinity--Spadina,Trinity—Spadina
2005,Ontario,Ontario,35096,Vaughan,Vaughan,Vaughan,Vaughan
2005,Ontario,Ontario,35097,Welland,Welland,Welland,Welland
2005,Ontario,Ontario,35098,Wellington--Halton Hills,Wellington—Halton Hills,Wellington--Halton Hills,Wellington—Halton Hills
2005,Ontario,Ontario,35099,Whitby--Oshawa,Whitby—Oshawa,Whitby--Oshawa,Whitby—Oshawa
2005,Ontario,Ontario,35100,Willowdale,Willowdale,Willowdale,Willowdale
2005,Ontario,Ontario,35101,Windsor--Tecumseh,Windsor—Tecumseh,Windsor--Tecumseh,Windsor—Tecumseh
2005,Ontario,Ontario,35102,Windsor West,Windsor West,Windsor-Ouest,Windsor-Ouest
2005,Ontario,Ontario,35103,York Centre,York Centre,York-Centre,York-Centre
2005,Ontario,Ontario,35104,York--Simcoe,York—Simcoe,York--Simcoe,York—Simcoe
2005,Ontario,Ontario,35105,York South--Weston,York South—Weston,York-Sud--Weston,York-Sud—Weston
2005,Ontario,Ontario,35106,York West,York West,York-Ouest,York-Ouest
2005,Prince Edward Island,Île-du-Prince-Édouard,11001,Cardigan,Cardigan,Cardigan,Cardigan
2005,Prince Edward Island,Île-du-Prince-Édouard,11002,Charlottetown,Charlottetown,Charlottetown,Charlottetown
2005,Prince Edward Island,Île-du-Prince-Édouard,11003,Egmont,Egmont,Egmont,Egmont
2005,Prince Edward Island,Île-du-Prince-Édouard,11004,Malpeque,Malpeque,Malpeque,Malpeque
2005,Quebec,Québec,24001,Abitibi--Témiscamingue,Abitibi—Témiscamingue,Abitibi--Témiscamingue,Abitibi—Témiscamingue
2005,Quebec,Québec,24002,Ahuntsic,Ahuntsic,Ahuntsic,Ahuntsic
2005,Quebec,Québec,24003,Alfred-Pellan,Alfred-Pellan,Alfred-Pellan,Alfred-Pellan
2005,Quebec,Québec,24004,Argenteuil--Papineau--Mirabel,Argenteuil—Papineau—Mirabel,Argenteuil--Papineau--Mirabel,Argenteuil—Papineau—Mirabel
2005,Quebec,Québec,24005,Beauce,Beauce,Beauce,Beauce
2005,Quebec,Québec,24006,Beauharnois--Salaberry,Beauharnois—Salaberry,Beauharnois--Salaberry,Beauharnois—Salaberry
2005,Quebec,Québec,24007,Beauport--Limoilou,Beauport—Limoilou,Beauport--Limoilou,Beauport—Limoilou
2005,Quebec,Québec,24008,Berthier--Maskinongé,Berthier—Maskinongé,Berthier--Maskinongé,Berthier—Maskinongé
2005,Quebec,Québec,24009,Bourassa,Bourassa,Bourassa,Bourassa
2005,Quebec,Québec,24010,Brome--Missisquoi,Brome—Missisquoi,Brome--Missisquoi,Brome—Missisquoi
2005,Quebec,Québec,24011,Brossard--La Prairie,Brossard—La Prairie,Brossard--La Prairie,Brossard—La Prairie
2005,Quebec,Québec,24012,Chambly--Borduas,Chambly—Borduas,Chambly--Borduas,Chambly—Borduas
2005,Quebec,Québec,24013,Charlesbourg--Haute-Saint-Charles,Charlesbourg—Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,Charlesbourg—Haute-Saint-Charles
2005,Quebec,Québec,24014,Montmorency--Charlevoix--Haute-Côte-Nord,Montmorency—Charlevoix—Haute-Côte-Nord,Montmorency--Charlevoix--Haute-Côte-Nord,Montmorency—Charlevoix—Haute-Côte-Nord
2005,Quebec,Québec,24015,Châteauguay--Saint-Constant,Châteauguay—Saint-Constant,Châteauguay--Saint-Constant,Châteauguay—Saint-Constant
2005,Quebec,Québec,24016,Chicoutimi--Le Fjord,Chicoutimi—Le Fjord,Chicoutimi--Le Fjord,Chicoutimi—Le Fjord
2005,Quebec,Québec,24017,Compton--Stanstead,Compton—Stanstead,Compton--Stanstead,Compton—Stanstead
2005,Quebec,Québec,24018,Drummond,Drummond,Drummond,Drummond
2005,Quebec,Québec,24019,Gaspésie--Îles-de-la-Madeleine,Gaspésie—Îles-de-la-Madeleine,Gaspésie--Îles-de-la-Madeleine,Gaspésie—Îles-de-la-Madeleine
2005,Quebec,Québec,24020,Gatineau,Gatineau,Gatineau,Gatineau
2005,Quebec,Québec,24021,Hochelaga,Hochelaga,Hochelaga,Hochelaga
2005,Quebec,Québec,24022,Honoré-Mercier,Honoré-Mercier,Honoré-Mercier,Honoré-Mercier
2005,Quebec,Québec,24023,Hull--Aylmer,Hull—Aylmer,Hull--Aylmer,Hull—Aylmer
2005,Quebec,Québec,24024,Jeanne-Le Ber,Jeanne-Le Ber,Jeanne-Le Ber,Jeanne-Le Ber
2005,Quebec,Québec,24025,Joliette,Joliette,Joliette,Joliette
2005,Quebec,Québec,24026,Jonquière--Alma,Jonquière—Alma,Jonquière--Alma,Jonquière—Alma
2005,Quebec,Québec,24027,Lac-Saint-Louis,Lac-Saint-Louis,Lac-Saint-Louis,Lac-Saint-Louis
2005,Quebec,Québec,24028,La Pointe-de-l'Île,La Pointe-de-l'Île,La Pointe-de-l'Île,La Pointe-de-l'Île
2005,Quebec,Québec,24029,LaSalle--Émard,LaSalle—Émard,LaSalle--Émard,LaSalle—Émard
2005,Quebec,Québec,24030,Laurentides--Labelle,Laurentides—Labelle,Laurentides--Labelle,Laurentides—Labelle
2005,Quebec,Québec,24031,Laurier--Sainte-Marie,Laurier—Sainte-Marie,Laurier--Sainte-Marie,Laurier—Sainte-Marie
2005,Quebec,Québec,24032,Laval,Laval,Laval,Laval
2005,Quebec,Québec,24033,Laval--Les Îles,Laval—Les Îles,Laval--Les Îles,Laval—Les Îles
2005,Quebec,Québec,24034,Lévis--Bellechasse,Lévis—Bellechasse,Lévis--Bellechasse,Lévis—Bellechasse
2005,Quebec,Québec,24035,Longueuil--Pierre-Boucher,Longueuil—Pierre-Boucher,Longueuil--Pierre-Boucher,Longueuil—Pierre-Boucher
2005,Quebec,Québec,24036,Lotbinière--Chutes-de-la-Chaudière,Lotbinière—Chutes-de-la-Chaudière,Lotbinière--Chutes-de-la-Chaudière,Lotbinière—Chutes-de-la-Chaudière
2005,Quebec,Québec,24037,Louis-Hébert,Louis-Hébert,Louis-Hébert,Louis-Hébert
2005,Quebec,Québec,24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Louis-Saint-Laurent,Louis-Saint-Laurent
2005,Quebec,Québec,24039,Manicouagan,Manicouagan,Manicouagan,Manicouagan
2005,Quebec,Québec,24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin
2005,Quebec,Québec,24041,Haute-Gaspésie--La Mitis--Matane--Matapédia,Haute-Gaspésie—La Mitis—Matane—Matapédia,Haute-Gaspésie--La Mitis--Matane--Matapédia,Haute-Gaspésie—La Mitis—Matane—Matapédia
2005,Quebec,Québec,24042,Mégantic--L'Érable,Mégantic—L'Érable,Mégantic--L'Érable,Mégantic—L'Érable
2005,Quebec,Québec,24043,Montcalm,Montcalm,Montcalm,Montcalm
2005,Quebec,Québec,24044,Mount Royal,Mount Royal,Mont-Royal,Mont-Royal
2005,Quebec,Québec,24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce—Lachine,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce—Lachine
2005,Quebec,Québec,24046,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi—Baie-James—Nunavik—Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi—Baie-James—Nunavik—Eeyou
2005,Quebec,Québec,24047,Outremont,Outremont,Outremont,Outremont
2005,Quebec,Québec,24048,Papineau,Papineau,Papineau,Papineau
2005,Quebec,Québec,24049,Pierrefonds--Dollard,Pierrefonds—Dollard,Pierrefonds--Dollard,Pierrefonds—Dollard
2005,Quebec,Québec,24050,Pontiac,Pontiac,Pontiac,Pontiac
2005,Quebec,Québec,24051,Portneuf--Jacques-Cartier,Portneuf—Jacques-Cartier,Portneuf--Jacques-Cartier,Portneuf—Jacques-Cartier
2005,Quebec,Québec,24052,Québec,Québec,Québec,Québec
2005,Quebec,Québec,24053,Repentigny,Repentigny,Repentigny,Repentigny
2005,Quebec,Québec,24054,Bas-Richelieu--Nicolet--Bécancour,Bas-Richelieu—Nicolet—Bécancour,Bas-Richelieu--Nicolet--Bécancour,Bas-Richelieu—Nicolet—Bécancour
2005,Quebec,Québec,24055,Richmond--Arthabaska,Richmond—Arthabaska,Richmond--Arthabaska,Richmond—Arthabaska
2005,Quebec,Québec,24056,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette—Témiscouata—Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette—Témiscouata—Les Basques
2005,Quebec,Québec,24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles
2005,Quebec,Québec,24058,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup
2005,Quebec,Québec,24059,Rivière-du-Nord,Rivière-du-Nord,Rivière-du-Nord,Rivière-du-Nord
2005,Quebec,Québec,24060,Roberval--Lac-Saint-Jean,Roberval—Lac-Saint-Jean,Roberval--Lac-Saint-Jean,Roberval—Lac-Saint-Jean
2005,Quebec,Québec,24061,Rosemont--La Petite-Patrie,Rosemont—La Petite-Patrie,Rosemont--La Petite-Patrie,Rosemont—La Petite-Patrie
2005,Quebec,Québec,24062,Saint-Bruno--Saint-Hubert,Saint-Bruno—Saint-Hubert,Saint-Bruno--Saint-Hubert,Saint-Bruno—Saint-Hubert
2005,Quebec,Québec,24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe—Bagot,Saint-Hyacinthe--Bagot,Saint-Hyacinthe—Bagot
2005,Quebec,Québec,24064,Saint-Jean,Saint-Jean,Saint-Jean,Saint-Jean
2005,Quebec,Québec,24065,Saint-Lambert,Saint-Lambert,Saint-Lambert,Saint-Lambert
2005,Quebec,Québec,24066,Saint-Laurent--Cartierville,Saint-Laurent—Cartierville,Saint-Laurent--Cartierville,Saint-Laurent—Cartierville
2005,Quebec,Québec,24067,Saint-Léonard--Saint-Michel,Saint-Léonard—Saint-Michel,Saint-Léonard--Saint-Michel,Saint-Léonard—Saint-Michel
2005,Quebec,Québec,24068,Saint-Maurice--Champlain,Saint-Maurice—Champlain,Saint-Maurice--Champlain,Saint-Maurice—Champlain
2005,Quebec,Québec,24069,Shefford,Shefford,Shefford,Shefford
2005,Quebec,Québec,24070,Sherbrooke,Sherbrooke,Sherbrooke,Sherbrooke
2005,Quebec,Québec,24071,Terrebonne--Blainville,Terrebonne—Blainville,Terrebonne--Blainville,Terrebonne—Blainville
2005,Quebec,Québec,24072,Trois-Rivières,Trois-Rivières,Trois-Rivières,Trois-Rivières
2005,Quebec,Québec,24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Vaudreuil-Soulanges
2005,Quebec,Québec,24074,Verchères--Les Patriotes,Verchères—Les Patriotes,Verchères--Les Patriotes,Verchères—Les Patriotes
2005,Quebec,Québec,24075,Westmount--Ville-Marie,Westmount—Ville-Marie,Westmount--Ville-Marie,Westmount—Ville-Marie
2005,Saskatchewan,Saskatchewan,47001,Battlefords--Lloydminster,Battlefords—Lloydminster,Battlefords--Lloydminster,Battlefords—Lloydminster
2005,Saskatchewan,Saskatchewan,47002,Blackstrap,Blackstrap,Blackstrap,Blackstrap
2005,Saskatchewan,Saskatchewan,47003,Desnethé--Missinippi--Churchill River,Desnethé—Missinippi—Churchill River,Desnethé--Missinippi--Rivière Churchill,Desnethé—Missinippi—Rivière Churchill
